60@s.s@E-Sports@s.s@505111@s.s@Sandrock Gaming@s.s@0
60@s.s@E-Sports@s.s@494739@s.s@Front@s.s@0
60@s.s@E-Sports@s.s@494669@s.s@Royal Never Give Up@s.s@0
60@s.s@E-Sports@s.s@494623@s.s@Swole Patrol@s.s@0
60@s.s@E-Sports@s.s@494636@s.s@Sengoku Gaming@s.s@0
60@s.s@E-Sports@s.s@494649@s.s@Team Empire@s.s@0
60@s.s@E-Sports@s.s@653544@s.s@Mustang Crew@s.s@0
60@s.s@E-Sports@s.s@503921@s.s@Team EndPoint@s.s@0
60@s.s@E-Sports@s.s@503999@s.s@Vexed@s.s@0
60@s.s@E-Sports@s.s@494736@s.s@Buffdaddys Paypal Team@s.s@0
60@s.s@E-Sports@s.s@494734@s.s@Team Ethereal@s.s@0
60@s.s@E-Sports@s.s@494621@s.s@mousesports@s.s@0
60@s.s@E-Sports@s.s@494630@s.s@forZe@s.s@0
60@s.s@E-Sports@s.s@494671@s.s@Paradox@s.s@0
60@s.s@E-Sports@s.s@494622@s.s@Virtus Pro@s.s@0
60@s.s@E-Sports@s.s@494733@s.s@Cyber Legacy@s.s@0
60@s.s@E-Sports@s.s@494731@s.s@Faint@s.s@0
60@s.s@E-Sports@s.s@494728@s.s@TIGER@s.s@0
60@s.s@E-Sports@s.s@494726@s.s@CR4ZY@s.s@0
60@s.s@E-Sports@s.s@521767@s.s@496 Gaming@s.s@0
60@s.s@E-Sports@s.s@494725@s.s@ExsequoR@s.s@0
60@s.s@E-Sports@s.s@504000@s.s@Prima@s.s@0
60@s.s@E-Sports@s.s@494625@s.s@Team Spirit@s.s@0
60@s.s@E-Sports@s.s@494659@s.s@OMG@s.s@0
60@s.s@E-Sports@s.s@498458@s.s@ERN@s.s@0
60@s.s@E-Sports@s.s@503316@s.s@CYCLOPS athlete gaming@s.s@0
60@s.s@E-Sports@s.s@503315@s.s@GUTS Gaming@s.s@0
60@s.s@E-Sports@s.s@503313@s.s@Pittsburgh Knights@s.s@0
60@s.s@E-Sports@s.s@503312@s.s@Scrypt@s.s@0
60@s.s@E-Sports@s.s@503311@s.s@eLevate@s.s@0
60@s.s@E-Sports@s.s@503310@s.s@Team1122@s.s@0
60@s.s@E-Sports@s.s@503309@s.s@Lese Esports@s.s@0
60@s.s@E-Sports@s.s@503308@s.s@FAV gaming@s.s@0
60@s.s@E-Sports@s.s@503307@s.s@Nora-Rengo@s.s@0
60@s.s@E-Sports@s.s@503234@s.s@Arctic Mexico@s.s@0
60@s.s@E-Sports@s.s@503233@s.s@Team Aze@s.s@0
60@s.s@E-Sports@s.s@503116@s.s@AG Super Play@s.s@0
60@s.s@E-Sports@s.s@503115@s.s@DYG@s.s@0
60@s.s@E-Sports@s.s@494740@s.s@Polar ACE White@s.s@0
60@s.s@E-Sports@s.s@502422@s.s@NoPing e-sports@s.s@0
60@s.s@E-Sports@s.s@502064@s.s@Illuminar Gaming@s.s@0
60@s.s@E-Sports@s.s@637292@s.s@GoBananas@s.s@0
60@s.s@E-Sports@s.s@494724@s.s@1Percent@s.s@0
60@s.s@E-Sports@s.s@494634@s.s@Winstrike@s.s@0
60@s.s@E-Sports@s.s@494658@s.s@Victory Five@s.s@0
60@s.s@E-Sports@s.s@494675@s.s@Vici Gaming@s.s@0
60@s.s@E-Sports@s.s@494719@s.s@Turkey5@s.s@0
60@s.s@E-Sports@s.s@494717@s.s@Benz 190E@s.s@0
60@s.s@E-Sports@s.s@494759@s.s@TY@s.s@0
60@s.s@E-Sports@s.s@637291@s.s@Hard Legion@s.s@0
60@s.s@E-Sports@s.s@637290@s.s@No Limit Gaming@s.s@0
60@s.s@E-Sports@s.s@494713@s.s@V Gaming Adonis@s.s@0
60@s.s@E-Sports@s.s@502063@s.s@devils.one@s.s@0
60@s.s@E-Sports@s.s@501032@s.s@Dallas Fuel@s.s@0
60@s.s@E-Sports@s.s@501019@s.s@Chengdu Hunters@s.s@0
60@s.s@E-Sports@s.s@501017@s.s@Guangzhou Charge@s.s@0
60@s.s@E-Sports@s.s@501023@s.s@Paris Eternal@s.s@0
60@s.s@E-Sports@s.s@501030@s.s@Los Angeles Gladiators@s.s@0
60@s.s@E-Sports@s.s@501025@s.s@New York Excelsior@s.s@0
60@s.s@E-Sports@s.s@501020@s.s@Hangzhou Spark@s.s@0
60@s.s@E-Sports@s.s@501024@s.s@London Spitfire@s.s@0
60@s.s@E-Sports@s.s@501027@s.s@Florida Mayhem@s.s@0
60@s.s@E-Sports@s.s@501028@s.s@Washington Justice@s.s@0
60@s.s@E-Sports@s.s@501021@s.s@Toronto Defiant@s.s@0
60@s.s@E-Sports@s.s@501018@s.s@Shanghai Dragons@s.s@0
60@s.s@E-Sports@s.s@501029@s.s@San Francisco Shock@s.s@0
60@s.s@E-Sports@s.s@500961@s.s@Foggy@s.s@0
60@s.s@E-Sports@s.s@500960@s.s@TH000@s.s@0
60@s.s@E-Sports@s.s@500736@s.s@BDS Esports@s.s@0
60@s.s@E-Sports@s.s@500735@s.s@GK@s.s@0
60@s.s@E-Sports@s.s@500734@s.s@YTG@s.s@0
60@s.s@E-Sports@s.s@500733@s.s@RNGU.M@s.s@0
60@s.s@E-Sports@s.s@494656@s.s@SN Gaming@s.s@0
60@s.s@E-Sports@s.s@494670@s.s@Edward Gaming@s.s@0
60@s.s@E-Sports@s.s@494633@s.s@FlyToMoon@s.s@0
60@s.s@E-Sports@s.s@494663@s.s@FunPlus Phoenix@s.s@0
60@s.s@E-Sports@s.s@494624@s.s@GODSENT@s.s@0
60@s.s@E-Sports@s.s@494632@s.s@HellRaisers@s.s@0
60@s.s@E-Sports@s.s@494661@s.s@JD Gaming@s.s@0
60@s.s@E-Sports@s.s@494667@s.s@LGD Gaming@s.s@0
60@s.s@E-Sports@s.s@494657@s.s@LNG Esports@s.s@0
60@s.s@E-Sports@s.s@494619@s.s@Natus Vincere@s.s@0
60@s.s@E-Sports@s.s@494743@s.s@Cyberium@s.s@0
60@s.s@E-Sports@s.s@494745@s.s@Ex Oblivione@s.s@0
60@s.s@E-Sports@s.s@510975@s.s@V3 Esports@s.s@0
60@s.s@E-Sports@s.s@494747@s.s@Dreadlords@s.s@0
60@s.s@E-Sports@s.s@498156@s.s@Planetkey Dynamics@s.s@0
60@s.s@E-Sports@s.s@498155@s.s@PANTHERS@s.s@0
60@s.s@E-Sports@s.s@494771@s.s@EF@s.s@0
60@s.s@E-Sports@s.s@498340@s.s@KYNYNIEKAT@s.s@0
60@s.s@E-Sports@s.s@498339@s.s@CrazyCoco@s.s@0
60@s.s@E-Sports@s.s@498338@s.s@Helsinki REDS@s.s@0
60@s.s@E-Sports@s.s@498337@s.s@Babos Gaming@s.s@0
60@s.s@E-Sports@s.s@498336@s.s@Red Instinct Rising Stars@s.s@0
60@s.s@E-Sports@s.s@494751@s.s@Not in Contenders@s.s@0
60@s.s@E-Sports@s.s@494752@s.s@BATTLICA@s.s@0
60@s.s@E-Sports@s.s@498158@s.s@eSports Rhein-Necker@s.s@0
60@s.s@E-Sports@s.s@497283@s.s@Triple Trouble@s.s@0
60@s.s@E-Sports@s.s@494753@s.s@Top Honor@s.s@0
60@s.s@E-Sports@s.s@494754@s.s@Station7@s.s@0
60@s.s@E-Sports@s.s@494626@s.s@North@s.s@0
60@s.s@E-Sports@s.s@496907@s.s@Winning Gaming@s.s@0
60@s.s@E-Sports@s.s@496905@s.s@Wygers@s.s@0
60@s.s@E-Sports@s.s@494639@s.s@Crvena zvezda Esports@s.s@0
60@s.s@E-Sports@s.s@494748@s.s@Clockwork Vendetta@s.s@0
60@s.s@E-Sports@s.s@496267@s.s@HAVU@s.s@0
60@s.s@E-Sports@s.s@21522@s.s@Golden Guardians Academy@s.s@0
60@s.s@E-Sports@s.s@21686@s.s@FlyQuest Academy@s.s@0
60@s.s@E-Sports@s.s@494631@s.s@FURIA@s.s@0
60@s.s@E-Sports@s.s@494666@s.s@eStar Gaming@s.s@0
60@s.s@E-Sports@s.s@494714@s.s@Vodafone Giants Spain@s.s@0
60@s.s@E-Sports@s.s@494704@s.s@The Chiefs@s.s@0
60@s.s@E-Sports@s.s@494668@s.s@Team WE@s.s@0
60@s.s@E-Sports@s.s@12541@s.s@SK Telecom T1@s.s@0
60@s.s@E-Sports@s.s@496269@s.s@Orgless@s.s@0
60@s.s@E-Sports@s.s@494750@s.s@Young and Beautiful@s.s@0
60@s.s@E-Sports@s.s@494732@s.s@ViKin.gg@s.s@0
60@s.s@E-Sports@s.s@494721@s.s@Tricked@s.s@0
60@s.s@E-Sports@s.s@494775@s.s@HZ@s.s@0
60@s.s@E-Sports@s.s@494774@s.s@D13@s.s@0
60@s.s@E-Sports@s.s@553376@s.s@Cowana Gaming@s.s@0
60@s.s@E-Sports@s.s@494701@s.s@Pentanet.GG@s.s@0
60@s.s@E-Sports@s.s@494696@s.s@Brion Blade@s.s@0
60@s.s@E-Sports@s.s@494695@s.s@Element Mystic@s.s@0
60@s.s@E-Sports@s.s@494694@s.s@OZ Gaming@s.s@0
60@s.s@E-Sports@s.s@494665@s.s@Dominus Esports@s.s@0
60@s.s@E-Sports@s.s@494628@s.s@ENCE@s.s@0
60@s.s@E-Sports@s.s@494773@s.s@Bravoss@s.s@0
60@s.s@E-Sports@s.s@509793@s.s@CASA DE PAPEL@s.s@0
60@s.s@E-Sports@s.s@494770@s.s@Cloudy@s.s@0
60@s.s@E-Sports@s.s@494769@s.s@Xigua@s.s@0
60@s.s@E-Sports@s.s@630579@s.s@Rooster@s.s@0
60@s.s@E-Sports@s.s@494627@s.s@Complexity@s.s@0
60@s.s@E-Sports@s.s@630577@s.s@EURONICS@s.s@0
60@s.s@E-Sports@s.s@630578@s.s@Team Vertex@s.s@0
60@s.s@E-Sports@s.s@494662@s.s@Bilibili Gaming@s.s@0
60@s.s@E-Sports@s.s@494635@s.s@DetonatioN Gaming@s.s@0
60@s.s@E-Sports@s.s@494768@s.s@SpeCial@s.s@0
60@s.s@E-Sports@s.s@494767@s.s@Dian Lake Gaming@s.s@0
60@s.s@E-Sports@s.s@494629@s.s@BIG@s.s@0
60@s.s@E-Sports@s.s@494640@s.s@Energypot Wizards@s.s@0
60@s.s@E-Sports@s.s@494765@s.s@Coffee@s.s@0
60@s.s@E-Sports@s.s@494764@s.s@Ragnarok@s.s@0
60@s.s@E-Sports@s.s@494762@s.s@ToodMing@s.s@0
60@s.s@E-Sports@s.s@494761@s.s@Chivo SC@s.s@0
60@s.s@E-Sports@s.s@494760@s.s@Dynamite@s.s@0
60@s.s@E-Sports@s.s@494758@s.s@SortOf@s.s@0
60@s.s@E-Sports@s.s@494757@s.s@Ambush@s.s@0
60@s.s@E-Sports@s.s@494755@s.s@Thunder Logic@s.s@0
60@s.s@E-Sports@s.s@494766@s.s@TS Gaming@s.s@0
60@s.s@E-Sports@s.s@630361@s.s@Keen Gaming@s.s@0
60@s.s@E-Sports@s.s@630362@s.s@BOOM-ID@s.s@0
60@s.s@E-Sports@s.s@502423@s.s@Thunder Predator@s.s@0
60@s.s@E-Sports@s.s@496902@s.s@Team Heretics@s.s@0
60@s.s@E-Sports@s.s@501031@s.s@Seoul Dynasty@s.s@0
60@s.s@E-Sports@s.s@496903@s.s@ZEROZONE@s.s@0
60@s.s@E-Sports@s.s@501636@s.s@eUnited@s.s@0
60@s.s@E-Sports@s.s@653543@s.s@Bluejays@s.s@0
60@s.s@E-Sports@s.s@19123@s.s@Evil Geniuses@s.s@0
60@s.s@E-Sports@s.s@15291@s.s@exceL@s.s@0
60@s.s@E-Sports@s.s@653926@s.s@Team CC@s.s@0
60@s.s@E-Sports@s.s@15289@s.s@Fnatic@s.s@0
60@s.s@E-Sports@s.s@19119@s.s@Dignitas@s.s@0
60@s.s@E-Sports@s.s@15295@s.s@Vitality@s.s@0
60@s.s@E-Sports@s.s@19116@s.s@Cloud9@s.s@0
60@s.s@E-Sports@s.s@22760@s.s@Minnesota ROKKR@s.s@0
60@s.s@E-Sports@s.s@22767@s.s@OpTic Gaming LA@s.s@0
60@s.s@E-Sports@s.s@19122@s.s@CLG@s.s@0
60@s.s@E-Sports@s.s@15290@s.s@MAD Lions E.C.@s.s@0
60@s.s@E-Sports@s.s@21518@s.s@Evil Geniuses Academy@s.s@0
60@s.s@E-Sports@s.s@15294@s.s@SK Gaming@s.s@0
60@s.s@E-Sports@s.s@22761@s.s@Paris Legion@s.s@0
60@s.s@E-Sports@s.s@543421@s.s@Ignis@s.s@0
60@s.s@E-Sports@s.s@15288@s.s@Schalke 04@s.s@0
60@s.s@E-Sports@s.s@15292@s.s@Misfits@s.s@0
60@s.s@E-Sports@s.s@22765@s.s@Toronto Ultra@s.s@0
60@s.s@E-Sports@s.s@19124@s.s@OG@s.s@0
60@s.s@E-Sports@s.s@22336@s.s@Cascade@s.s@0
60@s.s@E-Sports@s.s@653927@s.s@T1W.GZA@s.s@0
60@s.s@E-Sports@s.s@19113@s.s@KDX@s.s@0
60@s.s@E-Sports@s.s@22657@s.s@Misfits Premier@s.s@0
60@s.s@E-Sports@s.s@22339@s.s@KBU@s.s@0
60@s.s@E-Sports@s.s@19117@s.s@Team SoloMid@s.s@0
60@s.s@E-Sports@s.s@653924@s.s@Besiktas Academy@s.s@0
60@s.s@E-Sports@s.s@19120@s.s@Immortals@s.s@0
60@s.s@E-Sports@s.s@653925@s.s@Fenerbahce Academy@s.s@0
60@s.s@E-Sports@s.s@543521@s.s@GTV.Revolution@s.s@0
60@s.s@E-Sports@s.s@19112@s.s@Hanwha Life Esports@s.s@0
60@s.s@E-Sports@s.s@21684@s.s@Team SoloMid Academy@s.s@0
60@s.s@E-Sports@s.s@21685@s.s@Cloud9 Academy@s.s@0
60@s.s@E-Sports@s.s@19114@s.s@Griffin@s.s@0
60@s.s@E-Sports@s.s@22335@s.s@7sight@s.s@0
60@s.s@E-Sports@s.s@543524@s.s@NewBee@s.s@0
60@s.s@E-Sports@s.s@20931@s.s@SANDBOX Gaming@s.s@0
60@s.s@E-Sports@s.s@21516@s.s@Team Liquid Academy@s.s@0
60@s.s@E-Sports@s.s@22334@s.s@Team Revenge@s.s@0
60@s.s@E-Sports@s.s@22337@s.s@SMARACIS eSports@s.s@0
60@s.s@E-Sports@s.s@15286@s.s@Rogue@s.s@0
60@s.s@E-Sports@s.s@19121@s.s@Golden Guardians@s.s@0
60@s.s@E-Sports@s.s@21517@s.s@Immortals Academy@s.s@0
60@s.s@E-Sports@s.s@654045@s.s@Galakticos Academy@s.s@0
60@s.s@E-Sports@s.s@21515@s.s@CLG Academy@s.s@0
60@s.s@E-Sports@s.s@543420@s.s@Goodfellas@s.s@0
60@s.s@E-Sports@s.s@21521@s.s@Dignitas Academy@s.s@0
60@s.s@E-Sports@s.s@19115@s.s@APK Prince@s.s@0
60@s.s@E-Sports@s.s@20933@s.s@FlyQuest@s.s@0
60@s.s@E-Sports@s.s@15287@s.s@Origen@s.s@0
60@s.s@E-Sports@s.s@22764@s.s@Chicago Huntsmen@s.s@0
60@s.s@E-Sports@s.s@22763@s.s@Florida Mutineers@s.s@0
60@s.s@E-Sports@s.s@654044@s.s@Royal Youth Academy@s.s@0
60@s.s@E-Sports@s.s@12537@s.s@Team Liquid@s.s@0
60@s.s@E-Sports@s.s@543422@s.s@c0ntact@s.s@0
60@s.s@E-Sports@s.s@15293@s.s@G2 Esports@s.s@0
60@s.s@E-Sports@s.s@12542@s.s@DAMWON Gaming@s.s@0
60@s.s@E-Sports@s.s@22762@s.s@London Royal Ravens@s.s@0
60@s.s@E-Sports@s.s@12535@s.s@FaZe@s.s@0
60@s.s@E-Sports@s.s@12540@s.s@Gen.G@s.s@0
60@s.s@E-Sports@s.s@22340@s.s@Strange Squad@s.s@0
60@s.s@E-Sports@s.s@12539@s.s@KT Rolster@s.s@0
60@s.s@E-Sports@s.s@12536@s.s@NiP@s.s@0
60@s.s@E-Sports@s.s@12538@s.s@MIBR@s.s@0
60@s.s@E-Sports@s.s@496268@s.s@Chaos@s.s@0
60@s.s@E-Sports@s.s@494742@s.s@PSG.LGD@s.s@0
60@s.s@E-Sports@s.s@494722@s.s@Team Empire Hope@s.s@0
60@s.s@E-Sports@s.s@494735@s.s@timbermen@s.s@0
60@s.s@E-Sports@s.s@494720@s.s@SKADE@s.s@0
60@s.s@E-Sports@s.s@494729@s.s@Salamander@s.s@0
60@s.s@E-Sports@s.s@494703@s.s@Order@s.s@0
60@s.s@E-Sports@s.s@494702@s.s@Avant Gaming@s.s@0
60@s.s@E-Sports@s.s@494620@s.s@TyLoo@s.s@0
60@s.s@E-Sports@s.s@504213@s.s@Team SkinBaron@s.s@0
60@s.s@E-Sports@s.s@504214@s.s@plan-B eSports@s.s@0
60@s.s@E-Sports@s.s@502062@s.s@RSC Anderlecht Esports@s.s@0
60@s.s@E-Sports@s.s@494660@s.s@Top Esports@s.s@0
60@s.s@E-Sports@s.s@545335@s.s@Incept@s.s@0
60@s.s@E-Sports@s.s@494693@s.s@Spear Gaming@s.s@0
60@s.s@E-Sports@s.s@504215@s.s@LOCKDOWN@s.s@0
60@s.s@E-Sports@s.s@504217@s.s@CPLAY@s.s@0
60@s.s@E-Sports@s.s@506559@s.s@Valhalla Vikings@s.s@0
60@s.s@E-Sports@s.s@504218@s.s@Final-Gaming@s.s@0
60@s.s@E-Sports@s.s@506560@s.s@lotb@s.s@0
60@s.s@E-Sports@s.s@498157@s.s@ALTERNATE aTTaX@s.s@0
60@s.s@E-Sports@s.s@504219@s.s@TKA E-Sports@s.s@0
60@s.s@E-Sports@s.s@504220@s.s@Entropy Gaming@s.s@0
60@s.s@E-Sports@s.s@503314@s.s@Fury@s.s@0
60@s.s@E-Sports@s.s@502061@s.s@TimeOut@s.s@0
60@s.s@E-Sports@s.s@630663@s.s@Begrip Gaming@s.s@0
60@s.s@E-Sports@s.s@545338@s.s@MARKandLARRY@s.s@0
60@s.s@E-Sports@s.s@494699@s.s@Mammoth Esports@s.s@0
60@s.s@E-Sports@s.s@494727@s.s@Lucid Dream@s.s@0
60@s.s@E-Sports@s.s@494700@s.s@Legacy@s.s@0
60@s.s@E-Sports@s.s@494723@s.s@Khan@s.s@0
60@s.s@E-Sports@s.s@632153@s.s@Team Honor@s.s@0
60@s.s@E-Sports@s.s@494692@s.s@Team Dynamics@s.s@0
60@s.s@E-Sports@s.s@494691@s.s@Asura@s.s@0
60@s.s@E-Sports@s.s@494690@s.s@Seorabeol Gaming@s.s@0
60@s.s@E-Sports@s.s@494688@s.s@Solar@s.s@0
60@s.s@E-Sports@s.s@494687@s.s@Cure@s.s@0
60@s.s@E-Sports@s.s@632154@s.s@Team Sincere@s.s@0
60@s.s@E-Sports@s.s@632155@s.s@Cobra Gaming@s.s@0
60@s.s@E-Sports@s.s@494686@s.s@Innovation@s.s@0
60@s.s@E-Sports@s.s@543522@s.s@EHOME@s.s@0
60@s.s@E-Sports@s.s@494685@s.s@Maru@s.s@0
60@s.s@E-Sports@s.s@494684@s.s@Trap@s.s@0
60@s.s@E-Sports@s.s@494706@s.s@Dashing Buffalo@s.s@0
60@s.s@E-Sports@s.s@494683@s.s@Zest@s.s@0
60@s.s@E-Sports@s.s@496904@s.s@S2V@s.s@0
60@s.s@E-Sports@s.s@494682@s.s@sOs@s.s@0
60@s.s@E-Sports@s.s@494712@s.s@Invictus Gaming@s.s@0
60@s.s@E-Sports@s.s@494689@s.s@Jin Air Green Wings@s.s@0
60@s.s@E-Sports@s.s@502060@s.s@Alcoholics Anonymous@s.s@0
60@s.s@E-Sports@s.s@494680@s.s@uThermal@s.s@0
60@s.s@E-Sports@s.s@494679@s.s@Skillous@s.s@0
60@s.s@E-Sports@s.s@494678@s.s@SouL@s.s@0
60@s.s@E-Sports@s.s@494677@s.s@Lambo@s.s@0
60@s.s@E-Sports@s.s@502059@s.s@YeaH!@s.s@0
60@s.s@E-Sports@s.s@494676@s.s@Elazer@s.s@0
60@s.s@E-Sports@s.s@22766@s.s@Atlanta FaZe@s.s@0
60@s.s@E-Sports@s.s@522406@s.s@touch the crown@s.s@0
60@s.s@E-Sports@s.s@494674@s.s@I sleep@s.s@0
60@s.s@E-Sports@s.s@494673@s.s@Shidiots@s.s@0
60@s.s@E-Sports@s.s@494672@s.s@Airborne@s.s@0
60@s.s@E-Sports@s.s@494616@s.s@AGO ROGUE@s.s@0
60@s.s@E-Sports@s.s@522405@s.s@Sprout@s.s@0
60@s.s@E-Sports@s.s@498716@s.s@KINGZZZ@s.s@0
60@s.s@E-Sports@s.s@511092@s.s@Larva@s.s@0
60@s.s@E-Sports@s.s@656954@s.s@Andre Drummond@s.s@0
60@s.s@E-Sports@s.s@518044@s.s@Gambit Gaming@s.s@0
60@s.s@E-Sports@s.s@651190@s.s@Pixel Club@s.s@0
60@s.s@E-Sports@s.s@510538@s.s@Q-Confirm@s.s@0
60@s.s@E-Sports@s.s@510536@s.s@200 Degrees@s.s@0
60@s.s@E-Sports@s.s@629067@s.s@NoPing@s.s@0
60@s.s@E-Sports@s.s@656955@s.s@DeMarcus Cousins@s.s@0
60@s.s@E-Sports@s.s@508662@s.s@Modesty@s.s@0
60@s.s@E-Sports@s.s@501022@s.s@Boston Uprising@s.s@0
60@s.s@E-Sports@s.s@504216@s.s@DIVIZON@s.s@0
60@s.s@E-Sports@s.s@506671@s.s@ahq e-Sports club@s.s@0
60@s.s@E-Sports@s.s@506722@s.s@Alpha@s.s@0
60@s.s@E-Sports@s.s@496906@s.s@Future@s.s@0
60@s.s@E-Sports@s.s@506669@s.s@eXploit@s.s@0
60@s.s@E-Sports@s.s@504166@s.s@SuperJymy@s.s@0
60@s.s@E-Sports@s.s@504167@s.s@KOVA@s.s@0
60@s.s@E-Sports@s.s@637214@s.s@PACT@s.s@0
60@s.s@E-Sports@s.s@506672@s.s@Nova Gaming@s.s@0
60@s.s@E-Sports@s.s@651189@s.s@Rainbow7@s.s@0
60@s.s@E-Sports@s.s@506673@s.s@Hk Attitude@s.s@0
60@s.s@E-Sports@s.s@651188@s.s@Azules@s.s@0
60@s.s@E-Sports@s.s@518043@s.s@Tornado Rox@s.s@0
60@s.s@E-Sports@s.s@506723@s.s@Machi 17@s.s@0
60@s.s@E-Sports@s.s@508661@s.s@Sacsri@s.s@0
60@s.s@E-Sports@s.s@637213@s.s@Strange Tactics@s.s@0
60@s.s@E-Sports@s.s@552612@s.s@KW@s.s@0
60@s.s@E-Sports@s.s@507361@s.s@Tenerife Titans@s.s@0
60@s.s@E-Sports@s.s@506725@s.s@Berjaya Dragons@s.s@0
60@s.s@E-Sports@s.s@508663@s.s@hyvaa@s.s@0
60@s.s@E-Sports@s.s@508664@s.s@Mighty@s.s@0
60@s.s@E-Sports@s.s@494718@s.s@Apeks@s.s@0
60@s.s@E-Sports@s.s@505110@s.s@Singularity@s.s@0
60@s.s@E-Sports@s.s@494705@s.s@CERBERUS Esports@s.s@0
60@s.s@E-Sports@s.s@632152@s.s@Meteor@s.s@0
60@s.s@E-Sports@s.s@504168@s.s@ex-Lowkey@s.s@0
60@s.s@E-Sports@s.s@542303@s.s@Ocean@s.s@0
60@s.s@E-Sports@s.s@542302@s.s@CPH Flames@s.s@0
60@s.s@E-Sports@s.s@523266@s.s@Espada@s.s@0
60@s.s@E-Sports@s.s@496117@s.s@Team Virus@s.s@0
60@s.s@E-Sports@s.s@518042@s.s@Elements PG@s.s@0
60@s.s@E-Sports@s.s@510535@s.s@Xavier Esports@s.s@0
60@s.s@E-Sports@s.s@651185@s.s@XTEN@s.s@0
60@s.s@E-Sports@s.s@651186@s.s@Isurus Gaming@s.s@0
60@s.s@E-Sports@s.s@651187@s.s@All Knights@s.s@0
60@s.s@E-Sports@s.s@520731@s.s@StarLuck.Fly@s.s@0
60@s.s@E-Sports@s.s@518085@s.s@BT Excel@s.s@0
60@s.s@E-Sports@s.s@520730@s.s@iG Vitality@s.s@0
60@s.s@E-Sports@s.s@560958@s.s@InFamous Young@s.s@0
60@s.s@E-Sports@s.s@504309@s.s@Aggressive Mode@s.s@0
60@s.s@E-Sports@s.s@494730@s.s@Big Chillin@s.s@0
60@s.s@E-Sports@s.s@494746@s.s@NYYRIKKI@s.s@0
60@s.s@E-Sports@s.s@501637@s.s@Reciprocity@s.s@0
60@s.s@E-Sports@s.s@506558@s.s@vinkelparty@s.s@0
60@s.s@E-Sports@s.s@506557@s.s@Sons of Lennart@s.s@0
60@s.s@E-Sports@s.s@501638@s.s@SpaceStation Gaming@s.s@0
60@s.s@E-Sports@s.s@501639@s.s@Tempo Storm@s.s@0
60@s.s@E-Sports@s.s@506554@s.s@Benimobroderna@s.s@0
60@s.s@E-Sports@s.s@506556@s.s@flisk@s.s@0
60@s.s@E-Sports@s.s@501640@s.s@Luminosity@s.s@0
60@s.s@E-Sports@s.s@506555@s.s@Lilmix@s.s@0
60@s.s@E-Sports@s.s@518046@s.s@Unicorns of Love.CIS@s.s@0
60@s.s@E-Sports@s.s@518047@s.s@M19@s.s@0
60@s.s@E-Sports@s.s@518041@s.s@Dragon Army@s.s@0
60@s.s@E-Sports@s.s@494744@s.s@HSL Esports@s.s@0
60@s.s@E-Sports@s.s@518086@s.s@Fnatic Rising@s.s@0
60@s.s@E-Sports@s.s@518049@s.s@FC Schalke 04 Evolution@s.s@0
60@s.s@E-Sports@s.s@494698@s.s@Gravitas@s.s@0
60@s.s@E-Sports@s.s@494715@s.s@G2 Arctic@s.s@0
60@s.s@E-Sports@s.s@518587@s.s@DefuseKids@s.s@0
60@s.s@E-Sports@s.s@494711@s.s@GAM Esports@s.s@0
60@s.s@E-Sports@s.s@494710@s.s@FlaSh@s.s@0
60@s.s@E-Sports@s.s@494763@s.s@XY@s.s@0
60@s.s@E-Sports@s.s@496118@s.s@Team Strawberry@s.s@0
60@s.s@E-Sports@s.s@494756@s.s@FATE@s.s@0
60@s.s@E-Sports@s.s@494716@s.s@Extremum@s.s@0
60@s.s@E-Sports@s.s@639505@s.s@Blood Sweat and Tears@s.s@0
60@s.s@E-Sports@s.s@494708@s.s@FTV Esports@s.s@0
60@s.s@E-Sports@s.s@494707@s.s@EVOS@s.s@0
60@s.s@E-Sports@s.s@494741@s.s@Team Nigma@s.s@0
60@s.s@E-Sports@s.s@494749@s.s@Samsung Morning Stars@s.s@0
60@s.s@E-Sports@s.s@494709@s.s@Team Secret@s.s@0
60@s.s@E-Sports@s.s@494646@s.s@Yarik E-sports@s.s@0
60@s.s@E-Sports@s.s@494645@s.s@43rti@s.s@0
60@s.s@E-Sports@s.s@511096@s.s@Light Gaming@s.s@0
60@s.s@E-Sports@s.s@494644@s.s@Pyrsos Esports@s.s@0
60@s.s@E-Sports@s.s@494643@s.s@We Love Gaming@s.s@0
60@s.s@E-Sports@s.s@494642@s.s@Dynasty Gaming@s.s@0
60@s.s@E-Sports@s.s@522407@s.s@Ad Hoc Gaming@s.s@0
60@s.s@E-Sports@s.s@651191@s.s@Infinity@s.s@0
60@s.s@E-Sports@s.s@630662@s.s@9INE@s.s@0
60@s.s@E-Sports@s.s@494641@s.s@Team THRLL@s.s@0
60@s.s@E-Sports@s.s@494638@s.s@PIGSPORTS@s.s@0
60@s.s@E-Sports@s.s@501635@s.s@DarkZero Esports@s.s@0
60@s.s@E-Sports@s.s@494637@s.s@Kenty@s.s@0
60@s.s@E-Sports@s.s@494617@s.s@K1CK Neosurf@s.s@0
60@s.s@E-Sports@s.s@511097@s.s@Infamous@s.s@0
60@s.s@E-Sports@s.s@511099@s.s@Vicious Gaming@s.s@0
60@s.s@E-Sports@s.s@511098@s.s@Luxor Gaming@s.s@0
60@s.s@E-Sports@s.s@511095@s.s@Stork@s.s@0
60@s.s@E-Sports@s.s@511094@s.s@Action@s.s@0
60@s.s@E-Sports@s.s@511093@s.s@SoMa@s.s@0
